KEY	VALUE	COMMENTS
__id	jp
info.gin-making.icon	<sprite name="skill gin">
info.gin-making.name	Proper Gin
info.gin-making.desc	Learn about proper gin making to construct a Gin Manufacture in a building controlled by your outfit.\n\nBring an old， pre-Prohibition recipe for gin into production. You'll need a to age a source type of alcohol in <sprite name="res oak-barrels"> <link="oak-barrels">oak barrels</link> with <sprite name="res citrus"> <link="citrus">citrus fruit</link> and <sprite name="res spices"> <link="spices">spices</link> before bottling.\n\n<indent=30><i>Art for art's sake makes no more sense than gin for gin's sake.</i></indent>\n<indent=40>—W. Somerset Maugham</indent>
info.cordial-making.icon	<sprite name="skill cordials">
info.cordial-making.name	Cordially Yours
info.cordial-making.desc	Figuring out this skill means that you can create cordials from various resources in a Cordial Manufacture in a building controlled by your outfit.\n\nCordials and other liqueurs are key ingredients to many fancy cocktails. There are several recipes available for cordial making using <sprite name="res alcohol-btl"> <link="neutral-alcohol">neutral alcohol</link> or <sprite name="res vodka-barrel"> <link="vodka-barrel">barrels of vodka</link> as a base. Then you can other ingredients to liven them up and get them ready for their starring role in a speakeasy bar or high-end club.\n\n<i><indent=30><i>Martinis are the only American invention as perfect as a sonnet.</i></indent>\n<indent=40>—H.L. Mencken</indent>
info.truck-driving.icon	<sprite name="skill truck-driving">
info.truck-driving.name	Truck Driving
info.truck-driving.desc	Learning about delivery driving will increase the number of trucks you can operate and will decrease wear and tear on all your vehicles.\n\nYou will also be able to build a Small Truck Repair Bay.\n\n<i><indent=30>Hog Butcher for the World， Tool Maker， Stacker of Wheat， Player with Railroads and the Nation's Freight Handler;Stormy， husky， brawling， City of the Big Shoulders.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.small-garages.icon	<sprite name="skill garages">
info.small-garages.name	Garage Construction
info.small-garages.desc	Learning this skill allows you to build a small garage in one of your controlled buildings.\n\nAcquiring this skill allows you to build a small garage in a building controlled by your outfit.\n\n<i><indent=30><i>Lay me on an anvil， O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.truck-garage.icon	<sprite name="skill truck-bays">
info.truck-garage.name	Truck Repair Bays
info.truck-garage.desc	Learning this skill allows you to build a truck repair bay in one of your controlled buildings to increase the number of trucks your outfit is able to support.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going， but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.truck-garage-improved.icon	<sprite name="skill expanded-truck-bays">
info.truck-garage-improved.name	Expanded Repair Bays
info.truck-garage-improved.desc	Learning this skill allows you to upgrade your truck repair bays to increase truck capacity and increase your truck fleet.
info.car-bullies.icon	<sprite name="skill general vehicle">
info.car-bullies.name	Negotiation Assistant
info.car-bullies.desc	Learning this skill applies a large discount on all future vehicle purchases due to <i>enhanced</i> negotiation tactics. \n\n<i><indent=30>I'm an idealist. I don't know where I'm going， but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.dishwashers.icon	<sprite name="skill expansions">
info.dishwashers.name	Hot Dishwashers
info.dishwashers.desc	Learning this skill allows you to build a dishwashers expansion in your <link="backroom-bootlegger">bootleggers</link> and <link="corner-speakeasy">speakeasys</link>， shortening the turnaround time on pouring drinks and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>
info.big-barrels.icon	<sprite name="skill expansions">
info.big-barrels.name	Double Barrels
info.big-barrels.desc	Learning this skill allows you to build the Double Barrel Production expansion in your <link="homemade-booze">homemade booze</link> operations， increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>
info.old-glassware.icon	<sprite name="skill expansions">
info.old-glassware.name	Crystal Barware
info.old-glassware.desc	Learning this skill allows you to build the Old-Time Glassware expansion in your <link="backroom-bootlegger">bootleggers</link> and <link="corner-speakeasy">speakeasys</link>， attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>
info.pool-table.icon	<sprite name="skill expansions">
info.pool-table.name	Pool Tables
info.pool-table.desc	Learning this skill alows you to build the Pool Table expansion in your <link="backroom-bootlegger">bootleggers</link> and <link="corner-speakeasy">speakeasys</link>， attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>
info.player-piano.icon	<sprite name="skill expansions">
info.player-piano.name	Player Pianos
info.player-piano.desc	Learning this skill allows you to build the Player Piano expansion in your <link="backroom-bootlegger">bootleggers</link> and <link="corner-speakeasy">speakeasys</link>， attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>
info.junkyard-booze.icon	<sprite name="skill expansions">
info.junkyard-booze.name	Junkyard Booze
info.junkyard-booze.desc	Learning this skill allows you to build the Junkyard Improvements expansion in your <link="homemade-booze">homemade booze</link> operations， increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>
info.bottle-return-racks.icon	<sprite name="skill old-knowledge">
info.bottle-return-racks.name	Return Racks
info.bottle-return-racks.desc	Learning this skill allows you to build a bottle return at any of your outposts， allowing you to collect <link="small-bottles">bottles</link> from them occasionally in order to fuel your booze operations.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going， but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.ethnic-solidarity.icon	<sprite name="skill ethnic">
info.ethnic-solidarity.name	Ethnic Solidarity
info.ethnic-solidarity.desc	Learning this skill allows you to build the Ethnic Solidary expansion in your <link="homemade-booze">homemade booze</link> operations， reducing the amount of material required for each production cycle.
info.ethnic-bump-cider.icon	<sprite name="skill ethnic">
info.ethnic-bump-cider.name	Old World Knowledge: Cider
info.ethnic-bump-cider.desc	Learning this skill allows you to build the English Cider Presses expansion in your <link="cider">cider</link> operations， sharply increasing production.\n\n<i><indent=30>Give me yesterday's bread， this day's flesh， and last year's cider.</i></indent>\n<indent=40>—Benjamin Franklin</indent>
info.ethnic-bump-wine.icon	<sprite name="skill ethnic">
info.ethnic-bump-wine.name	Old World Knowledge: Wine
info.ethnic-bump-wine.desc	Learning this skill allows you to build the Italian Wine Presses expansion in your <link="brick-wine">wine</link> operations， sharply increasing production.\n\n<i><indent=30>Wine is the most healthful and most hygienic of beverages.</i></indent>\n<indent=40>—Louis Pasteur</indent>
info.ethnic-bump-beer.icon	<sprite name="skill ethnic">
info.ethnic-bump-beer.name	Old World Knowledge: Beer
info.ethnic-bump-beer.desc	Learning this skill allows you to build the German Beer Kettles expansion in your <link="home-brew">beer</link> operations， sharply increasing production.\n\n<i><indent=30>Kde se pivo vaří， tam se dobře daří.</i></indent>\n<indent=40>—Czech proverb</indent>
info.ethnic-bump-liquor.icon	<sprite name="skill ethnic">
info.ethnic-bump-liquor.name	Old World Knowledge: Spirits
info.ethnic-bump-liquor.desc	Learning this skill allows you to build the Polish Spirit Stills expansion in your <link="moonshine">moonshine</link> operations， sharply increasing production.\n\n<i><indent=30>Well， between Scotch and nothin'， I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>
info.ethnic-bump-fruit-brandy.icon	<sprite name="skill ethnic">
info.ethnic-bump-fruit-brandy.name	旧世界の知識：フルーツ蒸留
info.ethnic-bump-fruit-brandy.desc	Learning this skill allows you to build the South Slavic Stills expansion in your <link="fruit-wine">fruit wine</link> operations， sharply increasing production.\n\n<indent=30><i>I cook with wine， sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>
info.better-bartending.icon	<sprite name="skill expansions">
info.better-bartending.name	より良いバーテンディング
info.better-bartending.desc	"このスキルを習得すると、<link=""corner-speakeasy"">コーナースピークイージー</link>を<link=""small-speakeasy"">小酒場</link>にアップグレードすることができるようになる。\n\n<indent=30><i>スピークイージーがサルーンに取って代わり、法を犯す膨大な軍隊が出現し、優秀な市民の多くが公然と禁酒法を無視するようになった</i></indent>。\n<indent=40>-ジョン・D・ロックフェラー</indent>。"
info.label-counterfeiting.icon	<sprite name="skill labels">
info.label-counterfeiting.name	ラベルの偽造
info.label-counterfeiting.desc	Learning this skill allows you to build a <link="conversion-labels">Counterfeit Label Printer</link> in one of your controlled businesses. This operation allows you to convert paper into labels used in the production of various alcohols.\n\n<i><indent=30><i>When the wine goes in， strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>
info.ice-making.icon	<sprite name="skill ice making">
info.ice-making.name	Ice Making
info.ice-making.desc	Learning this skill allows you to build an <link="conversion-ice-house">Ice House</link> in one of your controlled businesses. This operation allows you to use gasoline to freeze water into ice used in the production of various alcohols.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent>
info.gambling-numbers.icon	<sprite name="skill gambling">
info.gambling-numbers.name	Numbers Games
info.gambling-numbers.desc	Learning this skill unlocks several different types of number games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-cards.icon	<sprite name="skill gambling">
info.gambling-cards.name	Card Games
info.gambling-cards.desc	Learning this skill unlocks several different types of card games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-tables.icon	<sprite name="skill gambling">
info.gambling-tables.name	Table Games
info.gambling-tables.desc	Learning this skill unlocks several different types of table games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-clean-money.icon	<sprite name="skill gambling">
info.gambling-clean-money.name	Money Laundering
info.gambling-clean-money.desc	Learning this skill allows you to upgrade your <link="gambling-den">Small Gambling Den</link> into a larger operation that can support more features at one time， as well as more profitable/different features.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-secret-books.icon	<sprite name="skill gambling">
info.gambling-secret-books.name	Cooked Books
info.gambling-secret-books.desc	Learning this skill allows you to upgrade your <link="gambling-den">Medium Gambling Den</link> or <link="casino">Small Casino</link> into a larger operation that can support more features at one time， as well as more profitable/different features.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-high-rollers.icon	<sprite name="skill gambling">
info.gambling-high-rollers.name	High Rollers Junket
info.gambling-high-rollers.desc	Learning this skill makes your gambling operations a possible destination for local and visiting high rollers， allowing you to upgrade your gambling operations to the highest level， as well as unlocking several features targeted at the high roller audience.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-furnishing.icon	<sprite name="skill gambling">
info.gambling-furnishing.name	Imported Furniture
info.gambling-furnishing.desc	Learning this skill allows you to import furniture from overseas， unlocking several improvement features for your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-service.icon	<sprite name="skill gambling">
info.gambling-service.name	Suave Service
info.gambling-service.desc	<indent=10>Professional and non-threatening staff makes customers forget that you run a crime syndicate. That kind of comfort is useful when settling debts.\n\n<b>Requires:</b>\n<sprite name="skill gambling"><link="gambling-cards">Card Games></link>， <sprite name="skill gambling"><link="gambling-numbers">Number Games</link>， <sprite name="skill gambling"><link="gambling-tables">Table Games</link>， <sprite name="skill gambling"><link="gambling-service">Suave Service</link><sprite name="res cash"> 2500</indent>\n\nWhen installed， this feature affects the operations of other features in your gambling house. So long as you have Uniformed Attendants at your gambling house， you can extend a thinner line of credit to regulars and ask them to repay their debts earlier than before.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-staff.icon	<sprite name="skill gambling">
info.gambling-staff.name	Attentive Staff
info.gambling-staff.desc	Learning this skill allows you to hire and train highly qualified， friendly staff at your gambling operations， unlocking several improvement features for you gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.starter-buildings.icon	<sprite name="skill ethnic">
info.starter-buildings.name	素敵な建物ですね
info.starter-buildings.desc	このスキルによって、あなたはビル管理のエキスパートとなり、新規ビルのコストを削減し、運用担当者の経験値を上げ、運用で発生する熱量を削減することができます。
info.starter-crew.icon	<sprite name="skill ethnic">
info.starter-crew.name	Organizing Crime
info.starter-crew.desc	このスキルを使用すると、口が達者で有能なリーダーになり、民族を共有することで人間関係が円滑になり、違法な物品を売買したり、ミッションの上限が増加したりします。
info.starter-cops.icon	<sprite name="skill ethnic">
info.starter-cops.name	Respect For the Law
info.starter-cops.desc	賄賂のコストを下げ、賄賂の期間を長くし、警察が襲撃しにくくなるなど、より効果的に法律を扱うことができるようになるスキルです。
info.starter-vehicles.icon	<sprite name="skill ethnic">
info.starter-vehicles.name	Natural Mechanic
info.starter-vehicles.desc	トラックスロットが1つ増え、車両の修理代が安くなり、車両のダメージが軽減されるなど、車両の運用がよりスムーズになるスキルです。
info.starter-combat.icon	<sprite name="skill ethnic">
info.starter-combat.name	Street Brawler
info.starter-combat.desc	火器以外の武器のダメージと命中率が上昇し、強力なファイターとなる。
info.starter-goons.icon	<sprite name="skill ethnic">
info.starter-goons.name	Hooligan Respect
info.starter-goons.desc	このスキルを使用すると、街で出会う低レベルのチンピラたちの間で愛されやすくなり、彼らを買収するために必要な現金の量や、彼らが機会を求めてくること、そして彼らがあなたの要求に逆らう可能性を減らすことができます。
info.starter-territory.icon	<sprite name="skill ethnic">
info.starter-territory.name	Getting Territorial
info.starter-territory.desc	このスキルにより、より効果的にテリトリーを管理できるようになり、新しいフロントを創設するコストを削減し、新しいコーナーが領地に加わる速度を向上させることができる。
info.businesses.name	Legitimate Businesses
info.businesses.desc	Behind each storefront window， beyond each loading dock， amid shelves and storage， businesses are the economic heart of the city.\n\nSome of the enterprises are not what they immediately seem - their legal pursuits belie other， less legal activities taking place in back rooms and basements. Businesses are where you buy raw materials， sell the fruits of your own illicit endeavors， deal with <link="vehicles">vehicles</link> and basically everything else.\n\nOnce you <sprite name="ui pip social expansion"> <link="controlled-buildings">gain control of a building</link>， someone keeps up appearances by continuing business as usual and your outfit is then free to use the backrooms and basements to establish a new operation.
info.controlled-buildings.icon	<sprite name="ui pip social expansion">
info.controlled-buildings.name	支配されている建物
info.controlled-buildings.desc	A business controlled by an outfit where operations can be established.\n\nAn outfit， either yours or a <link="rivals">rival outfit</link>， can redeem a <link="favors">favor</link> that was earned in doing business with them to expand into a nearby business. The business will only look for potential buildings to take over that are already within your outfit's <link="territory">territory</link>， so the more territory you control， the greater the number of potential buildings. The outfit provides the funding to get into the building and then your friendly business sends in a family member to run a a <link="businesses">legitimate business</link> while the outfit's operations hum along out of sight. Be on the lookout for owners that owe you a <sprite name="ui tickets"> favor and know about a potential <sprite name="ui pip social expansion"> take over opportunity.
info.favors.icon	<sprite name="ui tickets">
info.favors.name	Favors
info.favors.desc	You gotta know someone to get things done\n\nAs you expand your relationship and build trust with people， they'll want to help you out in all sorts of ways. <sprite name="ui tickets"> Favors are a key way that you can use their <sprite name="ui pip social"> <link="relationships">trust</link> to advance your outfit's interests. Favors can be redeemed for:\n<indent=20><sprite name="ui social biz intro"> <link="introductions">Introductions to other business owners</link>\n<sprite name="ui pip social"> <link="boost">An increase trust level with business owners you already know</link>\n<sprite name="ui pip social expansion"> <link="controlled-buildings">Acquiring control of a building</link>\n<sprite name="ui social goon intro"> <link="goons">Introductions to local hooligans</link>\n<sprite name="police station"> <link="police">Introductions to local police officers</link>\n<sprite name="ui pip territory expand"> <link="fronts">Establishing a new front to expand your territory</link>\n<sprite name="ui skills"> <link="skills">Learning new skills</link>\n<sprite name="ui crew list"> <link="crew">Finding a new crew member</link></indent>
info.introductions.icon	<sprite name="ui social biz intro">
info.introductions.name	Introductions
info.introductions.desc	Have a friend introduce you to someone potentially useful.\n\nRedeem a <sprite name="ui tickets"> <link="favors">favor</link> that you've earned with a business associate to learn about someone that they know who might buy what you've got for sale or could sell you something that you could use in production.
info.boost.icon	<sprite name="ui pip social">
info.boost.name	Relationship boost
info.boost.desc	Have a friend vouch for you to someone to improve your relationship\n\nRedeem a <sprite name="ui tickets"> <link="favors">favor</link> from a friendly business associate to improve your <sprite name="ui pip social"> <link="relationships">relationship</link> with a mutual connection. You may want to improve your standing with someone to sell them illegal goods you suspect that they might buy， to establish a new <sprite name="ui pip front ready again"> <link="fronts">front</link> to expand your <sprite name="ui pip territory expand"> <link="territory">territory</link>， because they know someone that you're trying to get an "in" with， or becuase you're just a social person who likes to make friends. Whatever your reason might be， this is how you get on the good side of friends of friends.
info.police.icon	<sprite name="police station">
info.police.name	Police
info.police.desc	The people in blue uniforms in charge of enforcing the law\n\nCops patrol the streets looking for illicit behavior. If a corner has high amount of <sprite name="ui heat"> <link="heat">heat</link>， they'll stay on that <sprite name="ui corner"> <link="corners">corner</link> for several turns. If anyone does anything shady or shifty while they're on a corner， they'll arrest them. Well， they'll take all their cash and confiscate anything that they might have in their <link="vehicles">vehicle</link>. While cops are on a corner， local <link="businesses">businesses</link> will not want to do anything illegal. In fact， they really won't want to do anything at all until the police clear off.\n\nIf you get an in with a cop， you can offer some cash to one of their favorite "charities". In exchange for that， they'll look the other way when members of your outfit conduct business. They'll also stay out of your <sprite name="ui pip territory expand"> <link="territory">territory</link>， no matter how hight the heat might get.\n\nBut each cop has their own <sprite name="ui map police"> <link="precincts">precinct</link> and your good will with each officer is limited to the borders of their precinct.\n\nIf you're in <sprite name="ui ai aggro"> <link="hostility">conflict</link> with a <link="rivals">rival outfit</link> and you have a good <sprite name="ui pip social"> <link="relationships">relationship</link> with a police officer， you can use that relationship to tip off federal agent and trigger a raid.\n\n<indent=30><i>If you ever saw a policeman with a club in his hand， I want to ask you， did you ever see that policeman club a millionaire?</i></indent>\n<indent=40>—Mother Jones
info.goons.icon	<sprite name="ui goon defiant">
info.goons.name	Corner Hooligans
info.goons.desc	Local loafers， good-for-nothings and other ne'er-do-wells\n\nCorner hooligans control just a single <sprite name="ui corner"> <link="corners">corner</link> of the city， but it's theirs. They're sometimes aggressive toward other <link="rivals">outfits</link> and other hooligans. Some just seem content to take up space. Others might have opportunities for you to consider if you use a <sprite name="ui tickets"> <link="favors">favor</link> to get an in with them.\n\nThey sometimes bother other <link="businesses">business owners</link> - business owners that are paying you for <sprite name="ui tribute"> <link="protection">protection</link> or with whom you're doing important business. In that case， you might need to get your hands dirty. You can threaten them and hope they stop. If you have an in with them， you can pay them to consider doing something else somewhere else. Or you might just need to resort to some old fashioned street fighting.\n\n<indent=30><i>The most difficult crime to track is the one which is purposeless.</i></indent>\n<indent=40>—Sir Arthur Conan Doyle</indent>
info.fronts.icon	<sprite name="ui pip front ready again">
info.fronts.name	Fronts
info.fronts.desc	A business associate that agrees to represent your outfits interests to expand and maintain your territory.\n\nTo expand and maintain your outfit's <sprite name="ui respect"> <link="respect">respect</link> in an area， you need someone with ears and eyes on the street. You can redeem a <sprite name="ui tickets"> <link="favors">favor</link> to have a <link="businesses">business</link> serve as a front. They'll let you know what people in street-adjacent corners might respond to so that you can increase your respect level. Once your respect level rises sufficiently， that <sprite name="ui corner"> <link="corners">corner</link> becomes part of your <sprite name="ui pip territory expand"> <link="territory">territory</link>.\n\nBusiness that are paying you for <sprite name="ui tribute"> <link="protection">protection</link> will drop off their monthly contributions at your fronts. If you arrange for more protection money to be dropped off than your front needs to keep going， you can pick up the excess. If there's not enough protection cash coming in， you'll need to cover the difference to keep your front going.
info.skills.icon	<sprite name="ui skills">
info.skills.name	Skills
info.skills.desc	"スキルによって、新しい作戦の種類、作戦のアップグレードや拡張、新しい<link=""resource"">材料</link>の種類、その他あなたの服装に役立つ知識の断片が解除されます。\n\n時には、新しいことを教えてくれるような、とても役に立つ友人を作ることもできます。<sprite name=""ui tickets""> <link=""favors"">恩義</link>といくつかのリソースや現金と引き換えに、あなたに自分の知っていることを教えてくれるでしょう。既存のオペレーションを改善する、新しいものを作ることについて学ぶ、禁酒法がもたらす需要に対応するために、あなたの組織の能力を拡張してくれる有用な友人を探してください。\n\n<indent=30><i>この問題やあの問題は科学では決して解決されないと断言するのは、ほとんど知らない人であり、多くを知らない人ではないのです</i></indent>\n<indent=40>-チャールズ・ダーウィン</indent>。"
info.crew.icon	<sprite name="ui crew list">
info.crew.name	Crew
info.crew.desc	The people in your outfit that you rely on to do everything in this town.\n\nIn <link="vehicles">vehicles</link> or managing an operation， your crew members make it all happen in your outfit. They can be put in charge of deliveries that will help you move goods around town. They can be armed with weapons to deal with recalcitrant <sprite name="ui goon defiant"> <link="goons">hooligans</link> or to send a message to a <link="rivals">rival outfit</link>.\n\nYour capacity for  crew members can be increased by expanding your <sprite name="ui pip territory expand"> <link="territory">territory</link> and gaining control of additional <sprite name="ui pip social expansion"> <link="controlled-buildings">buildings</link>\n\nLook for <link="businesses">businesses</link> where owners owe you <sprite name="ui tickets"> <link="favors">favors</link> and know <sprite name="ui pip social crew"> know someone who might be a good crew member. Be sure to make sure that their traits match up with the jobs you have in mind for your potential crew member.
info.territory.icon	<sprite name="ui pip territory expand">
info.territory.name	Territory
info.territory.desc	Territory is the corners your outfit controls from the respect generated by your fronts.\n\nYour territory is the geography of the city controlled by your outfit. It's where your <sprite name="ui respect"> respect is high enough on a <sprite name="ui corner"> <link="corners">corner</link> that your outfit controls things. The main benefits of adding a corner into your territory include:\n\n<indent=20><sprite name="ui pip social expansion"> <link="controlled-buildings">The ability to gain control of a new building</link>\n<sprite name="ui tribute"> <link="protection">Extorting local businesses for protection</link>\n<sprite name="ui heat"> <link="police">Paying off the local cops to look the other way no matter how much heat there may be</link>\n<sprite name="ui quests"> <link="missions">Some missions are only available from businesses within your territory</link>\n<sprite name="ui crew list"> <link="crew">Expanding territory is one of the main ways to extend your crew size</link>\n<sprite name="ui skills"> <link="skills">Some skills require you to have a minimum number of corners in your outfit's territory</link>\n<sprite name="ui biz closed"> <link="rivals">Rival outfits will not be able to business with anyone operating within your territory</link>\n<sprite name="civic building"> Benefit from certain civic buildings like train stations and post offices that are within your territory.
info.protection.icon	<sprite name="ui tribute">
info.protection.name	Protection Rackets
info.protection.desc	Nice place you've got here. Be a shame if something happened.\n\nOnce a <sprite name="ui corner"> <link="corners">corner</link> is within your outfit's <sprite name="ui pip territory expand"> <link="territory">territory</link>， you can demand that they pay protection. If you have a good <sprite name="ui pip social"> <link="relationships">relationship</link> with the business owner， they may actually be pleased that someone is taking charge of the area to keep it safe from <link="rivals">rival outfits</link>， <sprite name="ui goon defiant"> <link="goons">local hooligans</link> and <sprite name="police station"> <link="police">prying cops</link>. They'll slightly resent the envelope of cash that they have to fork over every month， but in general you should be able to keep on with business as usual.\n\nHowever， if you don't have any kind of relationship with the business owner or for some reason they don't like you， demanding protection money from them will likely do major harm to your relationship with them - quite likely making them unwilling to do anything with your outfit beyond the monthly envelopes.\n\nAlso， sometimes a local business owner may just flat out tell you no. Then it's up to you. Do you respect the gumption or decide to break some windows?\n\nNo matter what， once your protection is accepted， they'll drop off their donations at the closest <sprite name="ui pip front extortion"> <link="fronts">front</link>. They'll also expect you to keep your word about keeping the corner safe from other outfits and local ruffians.
info.heat.icon	<sprite name="ui heat">
info.heat.name	Heat
info.heat.desc	See the level of heat across the city in the <sprite name="ui map heat"> heat map overlay or by clicking on any <sprite name="ui corner"> <link="corners">corner</link>.\n\nHeat is produced by doing illegal things. These might include buying or selling illegal goods， setting up an illegal operation， setting up a new <sprite name="ui pip front extortion"> <link="fronts">front</link> or demanding <sprite name="ui tribute"> <link="protection">protection money</link> from a local merchant， or getting into a street brawl or fight with a <sprite name="ui goon defiant"> <link="goons">local hooligan</link> or rival outfit.\n\nIf the heat gets too high， the <sprite name="police station"> <link="police">cops</link> from the <sprite name="ui map police"> local <sprite name="ui map police"> <link="precincts">precinct</link> will crack down on that corner， prevent further criminal actions nearby， making locals leery of talking with your outfit and arresting anyone they spy doing shady things.\n\nHeat also spreads from its origin corner into adjacent corners.
info.corners.icon	<sprite name="ui corner">
info.corners.name	Corners
info.corners.desc	A corner is the unit for your <sprite name="ui pip territory expand"> <link="territory">territory</link>. A <sprite name="ui crew list"> <link="ui crew">crew member</link> can interact with any <link="businesses">business</link> that that is located on the same corner as their current position. Your <sprite name="ui pip front extortion"> <link="fronts">fronts</link> will expand to each adjacent corner that is connected by a street. <sprite name="ui heat"> <link="heat">Heat</link> builds up on corners based on illegal activity done locally， but it also spreads into immediate neighbors. 
info.precincts.icon	<sprite name="ui map police">
info.precincts.name	Police Precincts
info.precincts.desc	View the city-wide division of the police force in the <sprite name="ui map police"> Police Precincts map overlay. You can also see in which precinct a particular <sprite name="ui corner"> <link="corners">corner</link> lies by clicking it to view its information.\n\nEach <sprite name="police station"> <link="police">police officer</link> has their own precinct with a police station. If you successfully bribe an officer， they will leave your crew alone within their precinct and ignore <sprite name="ui heat"> <link="heat">heat</link> in areas where your <sprite name="ui pip territory expand"> <link="territory">territory</link> and their precinct overlap.
info.respect.icon	<sprite name="ui respect">
info.respect.name	Respect
info.respect.desc	View the respect across the city in the <sprite name="ui map respect"> respect map overlay or by clicking on any corner. Respect is the measure of local familiarity with your outfit. Your <sprite name="ui pip territory expand"> <link="fronts">fronts</link> are the primary way of increasing local respect. The business owners who run them know what would impress the locals on each nearby <sprite name="ui corner"> <link="corners">corner</link>. A corner is controlled by the outfit that either first takes it over or that has the highest amount of respect.\n\nSome respect is also generated by doing business with local merchants and by running some operations that sell illegal alcoholic beverages directly such as <link="backroom-bootlegger">bootleggers</link> and <link="corner-speakeasy">corner speakeasies</link>. Like <sprite name="ui heat"> <link="heat">heat</link> respect will spread into adjacent， street-connected corners.
info.ethnicity.icon	<sprite name="ui ethnicity general">
info.ethnicity.name	Ethnicity
info.ethnicity.desc	View the ethnic breakdown and neighborhood layout of the city in the <sprite name="ui map ethnic"> population map overlay.\n\nCities in Prohibition were filled with immigrants following one of the largest waves of immigration in US history. These groups stuck together - both socially and geographically. You'll get a small <sprite name="ui pip social"> <link="relationships">relationship</link> boost when dealing with others of the same ethnicity as you or any of your <sprite name="ui crew list"> <link="crew">crew members</link>. Some special <sprite name="ui quests"> <link="missions">missions</link>， <sprite name="ui skills"> <link="skills">skills</link> and other benefits are also available to you if you're dealing with someone with a shared ethnic background.
info.arrests.name	Arrests
info.arrests.desc	Sometimes committing a crime will result in a an arrest.\n\nIf the <sprite name="ui heat"> <link="heat">heat</link> is high and it has caused the <sprite name="police station"> <link="police">police</link> to descend on a <sprite name="ui corner"> <link="corner">corner</link>， they may arrest any of your <sprite name="ui crew list"> <link="crew">crew members</link> that end their turn on that corner. If that happens， the officer will confiscate all of the cash and cargo that might be in that <link="vehicles">vehicle</link>.\n\nIf you're currently in a <sprite name="ui map police"> <link="precincts">precinct</link> where the cop has been paid off by your outfit， then they'll just pretend that they did see anything and no arrest will result regardless of the heat value. However， outside of your <sprite name="ui pip territory expand"> <link="territory">territory</link>， they will still prevent nearby <link="businesses">businesses</link> from conducting any deals until the police move on.
info.rivals.name	Rival Outfits
